,Program,# progam,day,# week day,Time,# on that hour,mean,std
2192,Market Masters,13092,Friday,1817,Morning,420,63.676962578225805,33.05621180402922
2193,Market Masters,13092,Friday,1817,Night,473,64.89515843230404,34.175347610811734
2205,Melody Mix,18889,Monday,2864,Evening,736,67.91083076923077,32.783781306008024
2206,Melody Mix,18889,Monday,2864,Morning,726,65.95327073552426,33.13848960827117
2207,Melody Mix,18889,Monday,2864,Afternoon,672,68.79766497461928,32.57282751780258
2208,Melody Mix,18889,Monday,2864,Night,730,68.94011321699546,33.43224688605861
2213,Melody Mix,18889,Tuesday,2492,Night,657,70.47062605752961,32.20606012739562
2214,Melody Mix,18889,Tuesday,2492,Morning,573,70.57832684824902,32.89267800880339
2215,Melody Mix,18889,Tuesday,2492,Afternoon,585,66.90578,34.032692104141724
2216,Melody Mix,18889,Tuesday,2492,Evening,677,70.25012440273038,33.90195995885584
2221,Melody Mix,18889,Thursday,2464,Afternoon,598,69.68774809160307,33.10313573793321
2222,Melody Mix,18889,Thursday,2464,Morning,606,64.57696060037523,33.34760966048382
2223,Melody Mix,18889,Thursday,2464,Night,657,69.61369901292768,33.402681598424934
2224,Melody Mix,18889,Thursday,2464,Evening,603,65.02000000000001,34.34253116719408
2229,Melody Mix,18889,Saturday,2662,Evening,754,67.02012251148545,32.90368526430889
2230,Melody Mix,18889,Saturday,2662,Morning,589,69.24115755828572,34.035910421107005
2231,Melody Mix,18889,Saturday,2662,Afternoon,660,66.43658677015438,32.235404043885325
2232,Melody Mix,18889,Saturday,2662,Night,659,68.865471705882,32.29838129104101
2237,Melody Mix,18889,Wednesday,2822,Night,687,66.57106274834437,33.97192373155037
2238,Melody Mix,18889,Wednesday,2822,Afternoon,756,71.42265979381443,32.22506196566383
2239,Melody Mix,18889,Wednesday,2822,Morning,595,69.76447761194031,33.670999575849855
2240,Melody Mix,18889,Wednesday,2822,Evening,784,67.50575182481752,34.28513035354207
2245,Melody Mix,18889,Sunday,2965,Morning,677,65.56650502479339,33.157465398950905
2246,Melody Mix,18889,Sunday,2965,Night,756,69.65930330873343,32.50038835484278
2247,Melody Mix,18889,Sunday,2965,Evening,822,67.26784613110895,34.10269653216832
2248,Melody Mix,18889,Sunday,2965,Afternoon,710,68.22333870967742,33.545024549606715
2253,Melody Mix,18889,Friday,2620,Night,687,69.65335272481907,33.575177783801415
2254,Melody Mix,18889,Friday,2620,Evening,626,62.49692629734767,32.9732490118144
2255,Melody Mix,18889,Friday,2620,Afternoon,671,65.813612720972,33.161452542599456
2256,Melody Mix,18889,Friday,2620,Morning,636,66.79818980667838,33.437979366986404
2268,Health Hour,11114,Saturday,1447,Evening,356,61.784746528662424,34.17781240773853
2269,Health Hour,11114,Saturday,1447,Afternoon,340,65.46866440677967,34.057667333258635
2270,Health Hour,11114,Saturday,1447,Morning,330,58.680795847750865,32.75156056062205
2271,Health Hour,11114,Saturday,1447,Night,421,65.66694375,33.68359278161589
2276,Health Hour,11114,Monday,1599,Night,432,63.7846553719415,32.90662937145866
2277,Health Hour,11114,Monday,1599,Morning,410,64.72953099730458,30.091530813296124
2278,Health Hour,11114,Monday,1599,Afternoon,350,67.14742811501597,33.84836183413596
2279,Health Hour,11114,Monday,1599,Evening,407,67.88236289282966,32.72165581737146
2284,Health Hour,11114,Sunday,1807,Night,477,63.84237209302326,32.84291351650813
2285,Health Hour,11114,Sunday,1807,Evening,468,61.09867749963236,33.21447484281231
2286,Health Hour,11114,Sunday,1807,Morning,475,64.07733422459715,33.944978691839616
2287,Health Hour,11114,Sunday,1807,Afternoon,387,65.14696165191741,32.75718183914642
2292,Health Hour,11114,Friday,1588,Afternoon,333,64.49886287625418,32.31570552432401
2293,Health Hour,11114,Friday,1588,Evening,385,59.24820588235294,34.099794478813365
2294,Health Hour,11114,Friday,1588,Night,422,66.25858288770053,34.4481915442215
2295,Health Hour,11114,Friday,1588,Morning,448,60.49369193154034,33.31706448790373
2300,Health Hour,11114,Tuesday,1544,Night,403,68.76355043167614,33.25119120252258
2301,Health Hour,11114,Tuesday,1544,Morning,392,64.70570670893063,33.15636384247963
2302,Health Hour,11114,Tuesday,1544,Afternoon,372,67.097638303681,34.57945130056764
2303,Health Hour,11114,Tuesday,1544,Evening,377,68.1945870296979,33.22467376424779
2308,Health Hour,11114,Thursday,1633,Night,455,64.50767911054321,33.63177964942616
2309,Health Hour,11114,Thursday,1633,Morning,423,63.31128683359174,32.80794357529724
2310,Health Hour,11114,Thursday,1633,Evening,401,64.40571356932205,34.90264074582668
2311,Health Hour,11114,Thursday,1633,Afternoon,354,67.13392971246007,34.313917116897336
2316,Health Hour,11114,Wednesday,1496,Night,419,64.77139568804408,35.32022193661995
2317,Health Hour,11114,Wednesday,1496,Evening,400,64.6484375,34.12275462241763
2318,Health Hour,11114,Wednesday,1496,Afternoon,337,62.2531010814726,35.40018474432281
2319,Health Hour,11114,Wednesday,1496,Morning,340,64.88714401993356,34.916510321001404
2331,Study Sessions,13053,Tuesday,1703,Evening,418,66.86440836640669,32.985571774943985
2332,Study Sessions,13053,Tuesday,1703,Morning,412,61.9734435261708,34.29852159223832
2333,Study Sessions,13053,Tuesday,1703,Night,441,65.6844237605641,33.54056270081312
2334,Study Sessions,13053,Tuesday,1703,Afternoon,432,66.3196652928421,32.49970287877379
2339,Study Sessions,13053,Sunday,2033,Afternoon,463,69.4406288788889,34.252611800971835
2340,Study Sessions,13053,Sunday,2033,Night,486,66.257698125,32.40610089465591
2341,Study Sessions,13053,Sunday,2033,Evening,558,63.45214211339468,35.04163199479886
2342,Study Sessions,13053,Sunday,2033,Morning,526,65.64639383313656,34.35006110504498
2347,Study Sessions,13053,Friday,1835,Morning,427,63.510200948151045,35.40679402739372
2348,Study Sessions,13053,Friday,1835,Evening,490,65.06506912442397,34.65555372239541
2349,Study Sessions,13053,Friday,1835,Afternoon,457,67.83412658227849,33.23470076529283
2350,Study Sessions,13053,Friday,1835,Night,461,65.76823693725441,33.23053910536995
2355,Study Sessions,13053,Monday,1778,Afternoon,415,66.74288088642659,33.96364532702079
2356,Study Sessions,13053,Monday,1778,Morning,440,68.51984753727736,33.77646047405194
2357,Study Sessions,13053,Monday,1778,Night,456,67.60444987775061,31.842638701335364
2358,Study Sessions,13053,Monday,1778,Evening,467,62.67149625935161,33.21908863523518
2363,Study Sessions,13053,Saturday,1863,Afternoon,487,65.62548027842227,34.54768722375865
2364,Study Sessions,13053,Saturday,1863,Evening,503,65.2250295299535,34.82589563349335
2365,Study Sessions,13053,Saturday,1863,Night,461,65.07907562189781,33.71811505659905
2366,Study Sessions,13053,Saturday,1863,Morning,412,66.11032809330601,34.006072969741524
2371,Study Sessions,13053,Thursday,1983,Afternoon,433,68.41255230989583,34.637517785539366
2372,Study Sessions,13053,Thursday,1983,Evening,549,67.3917718940937,34.51565213586711
2373,Study Sessions,13053,Thursday,1983,Night,497,67.95377160274005,34.29295267011792
2374,Study Sessions,13053,Thursday,1983,Morning,504,67.032558685446,35.48618199710758
2379,Study Sessions,13053,Wednesday,1858,Afternoon,458,63.91222235285354,33.28629612957247
2380,Study Sessions,13053,Wednesday,1858,Night,459,65.40170493186224,32.43170671660323
2381,Study Sessions,13053,Wednesday,1858,Evening,507,64.11978131076923,34.2829483395602
2382,Study Sessions,13053,Wednesday,1858,Morning,434,67.96211245621693,33.324003076625615
2394,Daily Digest,13391,Monday,2049,Evening,597,64.37890004266045,32.64203915410966
2395,Daily Digest,13391,Monday,2049,Afternoon,507,69.10879545454546,32.72412309032831
2396,Daily Digest,13391,Monday,2049,Morning,403,63.65994285714286,32.05755165846004
2397,Daily Digest,13391,Monday,2049,Night,542,65.55208659793814,31.252328117984078
2402,Daily Digest,13391,Friday,1796,Afternoon,432,64.50170715063491,32.06299035593866
2403,Daily Digest,13391,Friday,1796,Evening,486,63.57582938388626,31.095604850154455
2404,Daily Digest,13391,Friday,1796,Morning,380,63.77830860534125,31.56860395648851
2405,Daily Digest,13391,Friday,1796,Night,498,66.81524986046512,32.80206745357917
2410,Daily Digest,13391,Wednesday,2023,Evening,609,64.71660412757973,33.24063280212144
2411,Daily Digest,13391,Wednesday,2023,Night,507,68.28510022271715,32.504236228737845
2412,Daily Digest,13391,Wednesday,2023,Afternoon,468,60.817435294117644,33.323771839124326
2413,Daily Digest,13391,Wednesday,2023,Morning,439,65.8417060367454,33.75656764912867
2418,Daily Digest,13391,Sunday,2096,Afternoon,493,63.00543778801843,33.874772084208786
2419,Daily Digest,13391,Sunday,2096,Evening,606,64.91010737961467,32.383694154527824
2420,Daily Digest,13391,Sunday,2096,Night,530,64.32691612903227,31.395370744227876
2421,Daily Digest,13391,Sunday,2096,Morning,467,62.052676399026765,32.39789991146148
2426,Daily Digest,13391,Thursday,1817,Afternoon,454,64.52353846153846,33.12878393838666
2427,Daily Digest,13391,Thursday,1817,Night,457,66.57187232344742,31.750194043443212
2428,Daily Digest,13391,Thursday,1817,Morning,407,63.756115702479335,32.7457752250813
2429,Daily Digest,13391,Thursday,1817,Evening,499,68.60432432432432,33.74246508639767
2434,Daily Digest,13391,Tuesday,1810,Afternoon,436,68.44872368421052,32.33029036290632
2435,Daily Digest,13391,Tuesday,1810,Night,458,67.28827027027027,32.156976368407236
2436,Daily Digest,13391,Tuesday,1810,Evening,519,66.2842345529011,32.19111720896284
2437,Daily Digest,13391,Tuesday,1810,Morning,397,67.76245070422534,32.006851727972325
2442,Daily Digest,13391,Saturday,1800,Night,474,67.0335928095238,32.65881972672362
2443,Daily Digest,13391,Saturday,1800,Morning,397,66.7071161437607,32.48801020540496
2444,Daily Digest,13391,Saturday,1800,Afternoon,426,64.02238775510203,32.34818968679614
2445,Daily Digest,13391,Saturday,1800,Evening,503,62.01455587332585,32.08236093552172
2457,Healthy Living,12198,Sunday,1856,Morning,456,63.50442583732057,30.99982570200095
2458,Healthy Living,12198,Sunday,1856,Evening,553,64.2899378437751,32.21736373611413
2459,Healthy Living,12198,Sunday,1856,Afternoon,409,63.504649859943974,32.56457334753264
2460,Healthy Living,12198,Sunday,1856,Night,438,66.4629331130633,31.772228081942174
2465,Healthy Living,12198,Monday,1655,Night,387,64.69988048512894,29.874325903511306
2466,Healthy Living,12198,Monday,1655,Morning,442,63.10270202020202,30.22672117405009
2467,Healthy Living,12198,Monday,1655,Afternoon,373,62.63462908011869,32.49559183376862
2468,Healthy Living,12198,Monday,1655,Evening,453,66.42221374045802,32.587249602697135
2473,Healthy Living,12198,Friday,1735,Evening,445,64.63528678304239,32.06763797787498
2474,Healthy Living,12198,Friday,1735,Morning,412,63.18202666666667,32.609560032409334
2475,Healthy Living,12198,Friday,1735,Afternoon,465,63.32137209302325,32.71710343363745
2476,Healthy Living,12198,Friday,1735,Night,413,64.39110512129379,32.523668630826975
2481,Healthy Living,12198,Wednesday,1765,Afternoon,441,64.45713924050632,33.63277151024367
2482,Healthy Living,12198,Wednesday,1765,Night,428,64.42463541666666,32.015842584071365
2483,Healthy Living,12198,Wednesday,1765,Evening,475,61.63533176886792,31.92457198935109
2484,Healthy Living,12198,Wednesday,1765,Morning,421,64.08540322580646,32.73814672183456
2489,Healthy Living,12198,Tuesday,1774,Afternoon,433,67.3981550802139,31.435763441162052
2490,Healthy Living,12198,Tuesday,1774,Evening,467,64.4335434243176,33.37823661627312
2491,Healthy Living,12198,Tuesday,1774,Night,418,69.17651242234332,32.230189509271874
2492,Healthy Living,12198,Tuesday,1774,Morning,456,64.704198383086,33.946702435699834
2497,Healthy Living,12198,Thursday,1723,Night,410,65.08622994652407,31.18771479896049
2498,Healthy Living,12198,Thursday,1723,Morning,453,64.7569735148515,32.135376914148814
2499,Healthy Living,12198,Thursday,1723,Evening,443,63.52713235294117,32.86066528854866
2500,Healthy Living,12198,Thursday,1723,Afternoon,417,61.960931129476585,32.1838841765349
2505,Healthy Living,12198,Saturday,1690,Night,414,64.76254098360656,32.472531757335965
2506,Healthy Living,12198,Saturday,1690,Evening,483,68.2860465116279,32.08513742437385
2507,Healthy Living,12198,Saturday,1690,Morning,419,62.39035050408136,31.443031776271347
2508,Healthy Living,12198,Saturday,1690,Afternoon,374,65.86167155425221,33.07552853818124
2520,Learning Lab,12291,Tuesday,1637,Afternoon,354,67.8563141025641,33.37727227286416
2521,Learning Lab,12291,Tuesday,1637,Night,436,70.03838512121213,33.397780314959086
2522,Learning Lab,12291,Tuesday,1637,Evening,397,68.44739255014326,33.66191222804098
2523,Learning Lab,12291,Tuesday,1637,Morning,450,65.61621827411167,34.02650689781788
2528,Learning Lab,12291,Wednesday,1761,Night,405,64.16316644220491,33.01523313928671
2529,Learning Lab,12291,Wednesday,1761,Evening,489,63.857342657342656,32.67469534393898
2530,Learning Lab,12291,Wednesday,1761,Morning,458,62.36182109629441,32.70574910351132
2531,Learning Lab,12291,Wednesday,1761,Afternoon,409,67.26653338903743,32.52216086521493
2536,Learning Lab,12291,Thursday,1721,Morning,464,61.9064839502451,33.08569005124008
2537,Learning Lab,12291,Thursday,1721,Night,417,67.04495821727019,34.2060251877691
2538,Learning Lab,12291,Thursday,1721,Evening,438,64.70097435897435,33.88932844710473
2539,Learning Lab,12291,Thursday,1721,Afternoon,402,62.09614606741574,33.733860931443715
2544,Learning Lab,12291,Monday,1715,Night,451,67.59310403330828,31.939388542184943
2545,Learning Lab,12291,Monday,1715,Morning,456,66.12212891584159,32.99094782941358
2546,Learning Lab,12291,Monday,1715,Afternoon,403,67.97579831932774,33.948838295619666
2547,Learning Lab,12291,Monday,1715,Evening,405,65.21870689655172,33.617965217347184
2552,Learning Lab,12291,Saturday,1798,Evening,473,61.10087591240876,32.22820309667702
2553,Learning Lab,12291,Saturday,1798,Night,459,68.68638859523809,33.96103848154903
2554,Learning Lab,12291,Saturday,1798,Morning,451,65.49859335038363,33.000971435831566
2555,Learning Lab,12291,Saturday,1798,Afternoon,415,62.832209944751376,32.82665101269491
2560,Learning Lab,12291,Sunday,1866,Night,468,65.16871733966745,32.65062056244521
2561,Learning Lab,12291,Sunday,1866,Evening,469,61.14312499999999,36.112684402978914
2562,Learning Lab,12291,Sunday,1866,Morning,485,64.93143507972664,34.57410512502266
2563,Learning Lab,12291,Sunday,1866,Afternoon,444,66.66997409326424,35.179370840403045
2568,Learning Lab,12291,Friday,1793,Night,434,69.66499315508023,33.031126865108874
2569,Learning Lab,12291,Friday,1793,Afternoon,437,65.18539345027548,30.830961407323375
2570,Learning Lab,12291,Friday,1793,Evening,464,63.063477218225415,32.13968331220354
2571,Learning Lab,12291,Friday,1793,Morning,458,63.18713909313726,32.274992440317135
2583,Music Matters,12652,Thursday,1719,Night,484,63.276240786240784,32.87851370454133
2584,Music Matters,12652,Thursday,1719,Morning,411,64.88855153203342,33.219984370604855
2585,Music Matters,12652,Thursday,1719,Afternoon,391,66.88445070422536,34.500888311166264
2586,Music Matters,12652,Thursday,1719,Evening,433,63.982047882978726,34.075616534497
2591,Music Matters,12652,Wednesday,1769,Evening,468,67.18391408114557,32.63010080314222
2592,Music Matters,12652,Wednesday,1769,Afternoon,384,64.39947826086956,33.017949421932954
2593,Music Matters,12652,Wednesday,1769,Night,473,67.74807424593968,33.59196721191791
2594,Music Matters,12652,Wednesday,1769,Morning,444,64.63852631578948,33.36023523478439
2599,Music Matters,12652,Tuesday,1641,Morning,402,68.08939226519337,33.399634905459685
2600,Music Matters,12652,Tuesday,1641,Evening,392,68.12861764705882,33.650054857143594
2601,Music Matters,12652,Tuesday,1641,Night,446,70.66081863753213,33.632256305904455
2602,Music Matters,12652,Tuesday,1641,Afternoon,401,61.01879120879122,32.115595572487365
2607,Music Matters,12652,Saturday,1696,Evening,463,64.75738554216866,33.859835863828316
2608,Music Matters,12652,Saturday,1696,Night,450,63.28106329113923,33.38020375042432
2609,Music Matters,12652,Saturday,1696,Afternoon,432,63.477029455729166,34.33118355734068
2610,Music Matters,12652,Saturday,1696,Morning,351,68.10879870129871,33.087077378210054
2615,Music Matters,12652,Monday,2002,Night,503,68.54757778375999,33.198595470457704
2616,Music Matters,12652,Monday,2002,Evening,564,64.90171717171717,33.997214194052475
2617,Music Matters,12652,Monday,2002,Morning,471,64.09477108433735,32.71836353559681
2618,Music Matters,12652,Monday,2002,Afternoon,464,68.10639705882352,33.16200742745182
2623,Music Matters,12652,Sunday,1935,Evening,458,64.57808051620948,33.25012451701688
2624,Music Matters,12652,Sunday,1935,Night,528,64.60050420168068,32.67259258570647
2625,Music Matters,12652,Sunday,1935,Morning,465,65.07722293981043,32.63951920763402
2626,Music Matters,12652,Sunday,1935,Afternoon,484,62.89106382978723,34.66726197231407
2631,Music Matters,12652,Friday,1890,Evening,456,61.38253071253071,32.67775171845246
2632,Music Matters,12652,Friday,1890,Afternoon,444,62.31624685138539,34.47176483702734
2633,Music Matters,12652,Friday,1890,Night,504,65.30804494382022,33.77909137265151
2634,Music Matters,12652,Friday,1890,Morning,486,63.89857142857143,34.1909694815884
2646,Brain Boost,11543,Wednesday,1590,Night,409,65.33187165775401,32.856299361729086
2647,Brain Boost,11543,Wednesday,1590,Evening,392,60.06409500782857,33.04649613163711
2648,Brain Boost,11543,Wednesday,1590,Morning,374,63.93974086246828,33.72791218475907
2649,Brain Boost,11543,Wednesday,1590,Afternoon,415,61.31655737704918,33.2085169411545
2654,Brain Boost,11543,Monday,1617,Night,429,64.05968911917098,31.766225377093463
2655,Brain Boost,11543,Monday,1617,Evening,371,62.57357101543211,31.59105206949776
2656,Brain Boost,11543,Monday,1617,Morning,412,64.51119384444443,31.30707054826821
2657,Brain Boost,11543,Monday,1617,Afternoon,405,65.83378378378379,32.27846750973429
2662,Brain Boost,11543,Saturday,1680,Morning,406,63.55562676164346,32.39310090057744
2663,Brain Boost,11543,Saturday,1680,Night,439,61.619338433885495,31.556397716750993
2664,Brain Boost,11543,Saturday,1680,Afternoon,388,63.04555555555555,34.0371384214242
2665,Brain Boost,11543,Saturday,1680,Evening,447,62.71875918019588,31.153983594877815
2670,Brain Boost,11543,Tuesday,1635,Night,386,61.317389025689145,32.60484863006542
2671,Brain Boost,11543,Tuesday,1635,Morning,433,63.63794819282443,31.497747040174655
2672,Brain Boost,11543,Tuesday,1635,Evening,411,64.68465564738291,32.138079005872825
2673,Brain Boost,11543,Tuesday,1635,Afternoon,405,65.58549418604652,33.82763436874339
2678,Brain Boost,11543,Friday,1547,Afternoon,423,61.987384196185296,32.08014363345723
2679,Brain Boost,11543,Friday,1547,Night,361,64.08313664596274,33.08955619803836
2680,Brain Boost,11543,Friday,1547,Evening,398,60.748489066386554,34.55687998216184
2681,Brain Boost,11543,Friday,1547,Morning,365,63.58586419753086,34.10199142828303
2686,Brain Boost,11543,Thursday,1679,Night,463,64.28730198019802,32.78436646882443
2687,Brain Boost,11543,Thursday,1679,Evening,394,61.79929606837607,34.335803213430516
2688,Brain Boost,11543,Thursday,1679,Afternoon,395,63.63322287390028,31.877679227610287
2689,Brain Boost,11543,Thursday,1679,Morning,427,64.36764881483379,33.98698002048873
2694,Brain Boost,11543,Sunday,1795,Night,444,65.59233124185279,29.89530010798762
2695,Brain Boost,11543,Sunday,1795,Afternoon,427,66.58828418230563,30.612545205026255
2696,Brain Boost,11543,Sunday,1795,Evening,491,62.96301369863014,31.223168025689716
2697,Brain Boost,11543,Sunday,1795,Morning,433,63.01974226804125,31.168719269731227
2709,Game Day,19272,Saturday,2509,Morning,558,63.57421370967742,33.519750694974235
2710,Game Day,19272,Saturday,2509,Evening,674,60.398927051606215,31.69502614309744
2711,Game Day,19272,Saturday,2509,Night,660,64.11116610544218,32.44505063693637
2712,Game Day,19272,Saturday,2509,Afternoon,617,61.34913602941177,32.31723041593732
2717,Game Day,19272,Wednesday,2740,Morning,693,56.147999999999996,32.07411554110429
2718,Game Day,19272,Wednesday,2740,Afternoon,671,64.418996253254,31.66911867385578
2719,Game Day,19272,Wednesday,2740,Night,703,65.62184313270143,32.5648018330069
2720,Game Day,19272,Wednesday,2740,Evening,673,61.91314212328767,33.615861517386335
2725,Game Day,19272,Sunday,2976,Evening,766,63.04170403587444,32.37655471164445
2726,Game Day,19272,Sunday,2976,Afternoon,599,63.27361787518869,32.152651718239284
2727,Game Day,19272,Sunday,2976,Night,782,63.53391964676007,29.567188711756643
2728,Game Day,19272,Sunday,2976,Morning,829,63.05097826086957,33.07390674445678
2733,Game Day,19272,Friday,2754,Night,783,66.1457277631241,31.549699986971007
2734,Game Day,19272,Friday,2754,Evening,664,61.9181926222279,32.209129525565125
2735,Game Day,19272,Friday,2754,Afternoon,635,65.2438430082821,32.86228489691173
2736,Game Day,19272,Friday,2754,Morning,672,60.805125312026796,31.95425468613559
2741,Game Day,19272,Thursday,2823,Evening,645,61.45838709677419,33.387435400704895
2742,Game Day,19272,Thursday,2823,Afternoon,599,59.54792775665399,33.351549227706116
2743,Game Day,19272,Thursday,2823,Night,729,62.06877689171289,30.611036256221183
2744,Game Day,19272,Thursday,2823,Morning,850,58.60951153324287,32.46343033322582
2749,Game Day,19272,Tuesday,2358,Night,647,65.12739113752123,32.425161470837025
2750,Game Day,19272,Tuesday,2358,Morning,655,60.478689895470374,33.11809389508976
2751,Game Day,19272,Tuesday,2358,Afternoon,555,65.52947054736842,32.7333240834223
2752,Game Day,19272,Tuesday,2358,Evening,501,62.69910579972286,32.33672713081145
2757,Game Day,19272,Monday,3112,Night,843,63.74545515477792,31.21140289232434
2758,Game Day,19272,Monday,3112,Morning,847,63.764163410428374,32.25256916335162
2759,Game Day,19272,Monday,3112,Evening,707,63.77385483870968,30.748348710852113
2760,Game Day,19272,Monday,3112,Afternoon,715,64.27744226538584,30.715514638035902
2772,Athlete's Arena,17327,Saturday,2642,Morning,635,63.344188646140346,31.515105860751913
2773,Athlete's Arena,17327,Saturday,2642,Night,724,66.15092713178294,32.805362880809234
2774,Athlete's Arena,17327,Saturday,2642,Afternoon,581,68.33846227326733,32.717015051556565
2775,Athlete's Arena,17327,Saturday,2642,Evening,702,63.39761217948718,32.35640300336934
2780,Athlete's Arena,17327,Sunday,2642,Evening,727,62.5776220472441,30.313835284175216
2781,Athlete's Arena,17327,Sunday,2642,Night,691,64.59705882352941,31.709050443926202
2782,Athlete's Arena,17327,Sunday,2642,Afternoon,593,65.2671067961165,31.1978644444334
2783,Athlete's Arena,17327,Sunday,2642,Morning,631,63.877740805604205,31.152750822912168
2788,Athlete's Arena,17327,Wednesday,2352,Evening,615,65.98780669144982,32.27916534091226
2789,Athlete's Arena,17327,Wednesday,2352,Afternoon,544,64.37204255319149,31.62980822105203
2790,Athlete's Arena,17327,Wednesday,2352,Morning,541,68.69846008403361,33.13747477277498
2791,Athlete's Arena,17327,Wednesday,2352,Night,652,68.22288335602094,31.76016601114994
2796,Athlete's Arena,17327,Friday,2660,Afternoon,637,65.19947643979059,32.91885824336992
2797,Athlete's Arena,17327,Friday,2660,Night,788,68.30076923076923,33.204940942181686
2798,Athlete's Arena,17327,Friday,2660,Morning,571,64.07416442622566,30.362852699670118
2799,Athlete's Arena,17327,Friday,2660,Evening,664,64.73999955722688,34.00168657567512
2804,Athlete's Arena,17327,Monday,2749,Evening,665,65.1105811965812,31.546511432577482
2805,Athlete's Arena,17327,Monday,2749,Night,764,70.02695760233918,32.241391085618936
2806,Athlete's Arena,17327,Monday,2749,Afternoon,666,67.45355555555555,30.58199330310521
2807,Athlete's Arena,17327,Monday,2749,Morning,654,64.30214244044598,33.06532992508939
2812,Athlete's Arena,17327,Tuesday,1893,Afternoon,424,66.9781052631579,32.0677843682672
2813,Athlete's Arena,17327,Tuesday,1893,Morning,454,68.22599127764128,32.142141752930016
2814,Athlete's Arena,17327,Tuesday,1893,Evening,495,66.9303026282483,32.28997081796439
2815,Athlete's Arena,17327,Tuesday,1893,Night,520,68.85270212765957,31.782664760055948
2820,Athlete's Arena,17327,Thursday,2389,Night,694,65.75954186413901,33.10439012931794
2821,Athlete's Arena,17327,Thursday,2389,Evening,609,67.38720810695256,33.55315029532018
2822,Athlete's Arena,17327,Thursday,2389,Morning,519,63.056703244587965,32.823003543826204
2823,Athlete's Arena,17327,Thursday,2389,Afternoon,567,62.71900304185951,32.398545723081085
2835,Criminal Minds,17735,Sunday,2579,Night,659,62.60602819584055,32.571318541959286
2836,Criminal Minds,17735,Sunday,2579,Afternoon,645,63.51436750530018,32.856981309806116
2837,Criminal Minds,17735,Sunday,2579,Evening,673,61.862774086378735,32.26221644218701
2838,Criminal Minds,17735,Sunday,2579,Morning,602,63.78047761194029,31.874690857470462
2843,Criminal Minds,17735,Monday,2468,Night,602,63.22825426944971,32.701284424778805
2844,Criminal Minds,17735,Monday,2468,Evening,617,57.21360268714011,31.596478386862263
2845,Criminal Minds,17735,Monday,2468,Afternoon,642,61.82548658318426,34.66804851882082
2846,Criminal Minds,17735,Monday,2468,Morning,607,62.36057902502741,32.86034713676932
2851,Criminal Minds,17735,Friday,2660,Afternoon,642,57.67551865008881,31.484471186228156
2852,Criminal Minds,17735,Friday,2660,Morning,578,59.56393432093934,31.870628003555666
2853,Criminal Minds,17735,Friday,2660,Evening,736,58.60316745016923,32.15120464137302
2854,Criminal Minds,17735,Friday,2660,Night,704,60.31184514003295,33.61837682899403
2859,Criminal Minds,17735,Thursday,2479,Afternoon,616,61.78061465715356,34.184604841734725
2860,Criminal Minds,17735,Thursday,2479,Night,633,64.08750877192983,32.95634865706034
2861,Criminal Minds,17735,Thursday,2479,Morning,572,58.86703187250996,32.96772719618409
2862,Criminal Minds,17735,Thursday,2479,Evening,658,58.78580405789474,33.05104333893355
2867,Criminal Minds,17735,Saturday,2443,Morning,571,59.49755424063116,32.05909651105679
2868,Criminal Minds,17735,Saturday,2443,Afternoon,634,58.19556800831541,32.49335985707916
2869,Criminal Minds,17735,Saturday,2443,Evening,669,61.128310104529604,33.04265786071886
2870,Criminal Minds,17735,Saturday,2443,Night,569,62.60661448140901,32.813928828813786
2875,Criminal Minds,17735,Wednesday,2859,Afternoon,689,60.89778915625616,33.95457581042095
2876,Criminal Minds,17735,Wednesday,2859,Night,780,63.75605113636363,32.68498761502369
2877,Criminal Minds,17735,Wednesday,2859,Evening,759,63.780537634408596,31.462966668079133
2878,Criminal Minds,17735,Wednesday,2859,Morning,631,63.378573269701754,33.808213887835265
2883,Criminal Minds,17735,Tuesday,2247,Afternoon,545,61.64023504847649,34.37987988742506
2884,Criminal Minds,17735,Tuesday,2247,Evening,595,63.540428454901964,33.39586361603498
2885,Criminal Minds,17735,Tuesday,2247,Night,601,63.496290089324575,33.13598978531292
2886,Criminal Minds,17735,Tuesday,2247,Morning,506,62.01004938552632,33.52208090539328
2898,Current Affairs,13138,Thursday,1987,Evening,508,63.85039627039627,32.67624423735729
2899,Current Affairs,13138,Thursday,1987,Morning,489,58.53334990430623,34.42106515033732
2900,Current Affairs,13138,Thursday,1987,Night,487,62.74312735849056,33.4403166507852
2901,Current Affairs,13138,Thursday,1987,Afternoon,503,58.21261363636364,34.27551728870725
2906,Current Affairs,13138,Saturday,1611,Morning,376,61.55413779816514,33.54862075028183
2907,Current Affairs,13138,Saturday,1611,Night,411,62.61047231300268,31.30144861995011
2908,Current Affairs,13138,Saturday,1611,Afternoon,407,63.167470610869564,33.027862983034
2909,Current Affairs,13138,Saturday,1611,Evening,417,62.89884760214477,32.85802546890425
2914,Current Affairs,13138,Sunday,2038,Night,493,61.906932013102974,32.393594486397305
2915,Current Affairs,13138,Sunday,2038,Afternoon,487,57.50355087944444,32.10272026097275
2916,Current Affairs,13138,Sunday,2038,Morning,524,62.98015201782223,34.32744163039652
2917,Current Affairs,13138,Sunday,2038,Evening,534,60.69322105263158,30.60983688072406
2922,Current Affairs,13138,Friday,1879,Afternoon,492,65.52141111428234,32.49554924845587
2923,Current Affairs,13138,Friday,1879,Evening,467,63.36227587389706,32.94972413189662
